Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.867187340130522,0.054474708171206226,,,76.84615384615384,91.0,69.0,,,,,,,,0,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.867187340130522,0.058365758754863814,,,71.92857142857143,78.0,67.0,,,,,,,,0,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.867187340130522,0.058365758754863814,,,65.42857142857143,69.0,63.0,,,,,,,,0,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.867187340130522,0.058365758754863814,,,66.0,67.0,65.0,,,,,,,,0,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.867187340130522,0.058365758754863814,,,,,,,,,,,,,0,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.867187340130522,0.058365758754863814,,,72.3,84.0,69.0,,,,,,,,0,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.867187340130522,0.058365758754863814,,,69.42857142857143,71.0,68.0,,,,,,,,0,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.867187340130522,0.058365758754863814,,,70.03571428571429,71.0,69.0,,,,,,,,0,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.867187340130522,0.058365758754863814,,,67.0,69.0,63.0,,,,,,,,0,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.867187340130522,0.058365758754863814,,,68.21428571428571,70.0,66.0,,,,,,,,0,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.867187340130522,0.058365758754863814,,,68.71428571428571,70.0,68.0,,,,,,,,0,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.867187340130522,0.058365758754863814,,,75.64285714285714,85.0,72.0,,,,,,,,0,,,,,,
