Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.8671875,0.632768361581921,,,,,,,,,,,,,1,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.8671875,0.6779661016949152,,,,,,,,,,,,,1,,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,1,21.149735876617434,0.6779661016949152,,,75.0,76.0,72.0,,,,,1.993273057865145,3.694236993789673,0.2687589228153229,1,,,,,99498,
08:45:00.000-03:00,09:00:00.000-03:00,6,35.206272197972105,121.74053531833627,,,105.5,120.0,69.0,,,,,0.45632837005690335,0.6310597658157349,0.31382301449775696,198,,,,,364256,
09:00:00.000-03:00,09:15:00.000-03:00,11,51.705799795711904,78.54545454545453,10.0,10,81.35714285714286,98.0,70.0,-23.414182662963867,-51.94587707519531,-23.41333770751953,-51.941802978515625,1.978312224149704,3.519653081893921,0.43697136640548706,38,,,,602453,30338,
09:15:00.000-03:00,09:30:00.000-03:00,2,22.911414154279957,78.54545454545453,2.0,2,73.67857142857143,89.0,63.0,,,,,0.46809494495391846,0.46809494495391846,0.46809494495391846,100,,,,123987,,
09:30:00.000-03:00,09:45:00.000-03:00,4,35.14208458821614,78.54545454545453,,,87.07142857142857,110.0,75.0,,,,,0.5513623618109256,1.2011370658874512,0.2615191638469696,116,,,,,363047,
