Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.8671875,1.6733067729083666,,,74.33333333333333,76.0,73.0,,,,,,,,3,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.8671875,1.7928286852589643,,,72.75,83.0,65.0,,,,,,,,3,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.8671875,1.7928286852589643,,,76.5,95.0,68.0,,,,,,,,3,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.8671875,1.7928286852589643,,,67.58333333333333,74.0,65.0,,,,,,,,3,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.8671875,1.7928286852589643,,,72.78571428571429,78.0,68.0,,,,,,,,3,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.8671875,1.7928286852589643,,,67.5,78.0,57.0,,,,,,,,3,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.8671875,1.7928286852589643,,,74.82142857142857,83.0,67.0,,,,,,,,3,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.8671875,1.7928286852589643,,,63.666666666666664,71.0,62.0,,,,,,,,3,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.8671875,1.7928286852589643,,,67.21428571428571,69.0,65.0,,,,,,,,3,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.8671875,1.7928286852589643,,,65.0,68.0,60.0,,,,,,,,3,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.8671875,1.7928286852589643,,,65.64285714285714,68.0,64.0,,,,,,,,3,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.8671875,1.7928286852589643,,,65.0,92.0,57.0,,,,,,,,3,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.8671875,1.7928286852589643,,,61.857142857142854,66.0,57.0,,,,,,,,3,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.8671875,1.7928286852589643,,,74.08333333333333,77.0,68.0,,,,,,,,3,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.8671875,1.7928286852589643,,,69.57142857142857,78.0,59.0,,,,,,,,3,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.8671875,1.7928286852589643,,,63.416666666666664,75.0,56.0,,,,,,,,3,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.8671875,1.7928286852589643,,,65.42857142857143,69.0,56.0,,,,,,,,3,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.8671875,1.7928286852589643,,,63.0,64.0,60.0,,,,,,,,3,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.8671875,1.7928286852589643,,,63.857142857142854,67.0,60.0,,,,,,,,3,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.8671875,1.7928286852589643,,,61.958333333333336,68.0,58.0,,,,,,,,3,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.8671875,1.7928286852589643,,,70.14285714285714,74.0,62.0,,,,,,,,3,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.8671875,1.7928286852589643,,,68.5,79.0,63.0,,,,,,,,3,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.8671875,1.7928286852589643,,,70.21428571428571,97.0,57.0,,,,,,,,3,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.8671875,1.7928286852589643,,,61.833333333333336,67.0,58.0,,,,,,,,3,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.8671875,1.7928286852589643,,,63.57142857142857,73.0,58.0,,,,,,,,3,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.8671875,1.7928286852589643,,,61.458333333333336,65.0,59.0,,,,,,,,3,,,,,,
